,id,current_role,current_role_TEXT,role_in_turnover,experience_years,professional_background_TEXT,fleet_size,fleet_size_oo,fleet_vocation_mixed_use_TEXT,fleet_vocation_other_TEXT,in_chicago,ownership_model,percentage_company_owned,percentage_pre_2010,percentage_class_6,percentage_urban_logistics,turnover_priorities_TEXT,turnover_financial_TEXT,decision_tools_cost,decision_tools_maintenance,decision_tools_emissions,decision_tools_telematics,decision_tools_regulations,decision_tools_consulting,decision_tools_AI,decision_tools_other,decision_tools_other_TEXT,years_replacement,replacement_priority_TEXT,purchase_markets,purchase_markets_TEXT,replace_pre2010,expand_fleet,turnover_comments_TEXT,rank_support_financial,rank_support_technical,rank_support_infrastructure,rank_support_certifications,rank_support_other,rank_support_other_TEXT,innovation_ice,innovation_hybrid,innovation_bev,innovation_hydrogen,innovation_telematic,innovation_ai,innovation_route,innovation_other,innovation_other_TEXT,innovation_best_TEXT,innovation_worst_TEXT,renewal_barriers_TEXT,key_stakeholders_TEXT,influence_by_customers,influence_by_regulatory,influence_by_communities,influence_by_industry,influence_by_investors,influence_by_ngo,influence_by_other,influence_by_other_TEXT,influence_on_customers,influence_on_regulatory,influence_on_communities,influence_on_industry,influence_on_investors,influence_on_ngo,influence_on_other,influence_on_other_TEXT,turnover_comments_2_TEXT,additional_comments_TEXT,fleet_vocation_1,fleet_vocation_2,fleet_vocation_3,fleet_vocation_4,fleet_vocation_5,fleet_vocation_6,fleet_vocation_nan,region_1,region_2,region_3,region_4,region_5,region_6,region_nan,turnover_priorities_1,turnover_priorities_2,turnover_priorities_3,turnover_priorities_4,turnover_priorities_5,turnover_priorities_6,turnover_priorities_7,turnover_priorities_8,turnover_priorities_9,turnover_priorities_nan,turnover_financial_1,turnover_financial_10,turnover_financial_2,turnover_financial_3,turnover_financial_4,turnover_financial_5,turnover_financial_6,turnover_financial_7,turnover_financial_8,turnover_financial_9,turnover_financial_nan,replacement_priority_1,replacement_priority_2,replacement_priority_3,replacement_priority_4,replacement_priority_5,replacement_priority_6,replacement_priority_7,replacement_priority_8,replacement_priority_nan,renewal_barriers_1,renewal_barriers_10,renewal_barriers_11,renewal_barriers_2,renewal_barriers_3,renewal_barriers_4,renewal_barriers_5,renewal_barriers_6,renewal_barriers_7,renewal_barriers_8,renewal_barriers_9,renewal_barriers_nan,key_stakeholders_1,key_stakeholders_10,key_stakeholders_2,key_stakeholders_3,key_stakeholders_4,key_stakeholders_5,key_stakeholders_6,key_stakeholders_7,key_stakeholders_8,key_stakeholders_9,key_stakeholders_nan,oo_veh_char_3,oo_veh_char_nan,fleet_type,current_role_oo,current_role_oo_TEXT,oo_veh_char_1,oo_veh_char_2,oo_veh_char_4,source
72,840105ba,1,,2.0,3.0,"Forklift,logistics, planning, ",4.0,,,,,1.0,,50.0,19.0,70.0,,,3.0,3.0,2.0,4.0,4.0,,2.0,2.0,Na,6.5,,3.0,,3.0,,Na,2.0,1.0,3.0,4.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,Na,Na,Na,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
73,232c04e1,1,,2.0,2.0,On the job experience ,6.0,,,Sales for food bread takis entemans ,,1.0,,5.0,50.0,75.0,,,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,Na,5.5,,1.0,,1.0,,No,,,,,,,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,Na,Hybrid,Electrix,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Na,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Na,Cost for older vehicles ,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
74,92f93381,4,government fleet management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
75,eedf8e54,1,,3.0,3.0,I work with the fighter jet. Maintenance on the fighter jet. Working with logistics to ensure they new functionality don’t impact new functionality ,1.0,,,,,3.0,50.0,50.0,50.0,0.0,,,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,Customer involved ,5.0,,5.0,We make our vehicles ,4.0,,No ,1.0,2.0,3.0,4.0,5.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0, NA,AI to help with the design ,Hydrogen ,,,4.0,2.0,2.0,3.0,4.0,2.0,4.0,Performance ,4.0,2.0,2.0,3.0,4.0,2.0,4.0,Performance ,Sometimes sustainment ,,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
76,d8b58810,2,,3.0,2.0,"20 years in the industry, 15 at the executive level.",4.0,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
77,b5840168,1,,1.0,2.0,Bachelors is Business Administration,3.0,,,,,1.0,,60.0,62.0,91.0,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,none,2.0,,1.0,,1.0,,Integrating of AI. ,3.0,1.0,2.0,4.0,5.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,,Hybrid vehicles,Better fleet management systems,,,3.0,3.0,3.0,3.0,4.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,,residual value and depreciation,none,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
78,8df88472,4,Manage a fleet for a state park ,2.0,5.0,Learned on the job over the years,3.0,,,,,1.0,,30.0,5.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Other
79,91977724,1,,1.0,4.0,"Certified Safety Director, Assoc in Business ",3.0,,"All day cabs hauling end dumps, pneumatic, flatbed and low boy",,1.0,1.0,,40.0,100.0,100.0,,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,Motor preferences ,20.0,Vehicles with poor oil sampling  ,3.0,,3.0,,We tend to hang on to pre-emissions vehicles much longer as they are FAR more reliable and trustworthy. Easier to repair as well. ,2.0,3.0,5.0,4.0,1.0,Roll back of emission regulations ,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Status quo,Depreciation ,More emission regulations ,,Myself (owner) ,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
80,f0014151,4,Employed in a delivery based company- fleet manager,1.0,3.0,"It was all on the job training. I learned how our fleet operated while working on our production team. From there, I slowly took on more responsibilites, and eventually, took on the whole role. I do not have a professional background in it, besides a business degree. ",3.0,,,,,1.0,,3.0,0.0,100.0,,,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,,20.0,,1.0,,2.0,,Not at this time.,1.0,2.0,4.0,3.0,5.0,,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,,"Better hybrid technology, enhancements in telemetry ",AI integration,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,"In our category of fleet vehicles, there are only a handful of suppliers and inventory is limited.",Not at this time.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
81,03de3ce7,1,,2.0,2.0,"I haven’t received any formal training, but in previous companies I’ve worked for they have always relied on me to help management out with maintaining the fleet and informing them of necessary repairs. Now I’m an assistant manger at my current company so I’m responsible for managing our fleet and decision-making on it. ",1.0,,,,,1.0,,0.0,0.0,0.0,,,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,Nothing ,10.0,,2.0,,,,No,1.0,2.0,4.0,3.0,5.0,,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,Nothing ,A.I.,Fleet management services ,,,2.0,2.0,2.0,3.0,4.0,1.0,1.0,None ,3.0,1.0,1.0,2.0,4.0,1.0,1.0,None ,I think behavioral factors are not well understood in my organization ,Nothing ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
82,298a2072,1,,1.0,3.0,"I have developed skills in using fleet management software that assists in route optimization, vehicle tracking, and maintenance scheduling. This technological proficiency allows me to analyze fleet performance metrics and implement strategies to improve fleet utilization, reduce costs, and increase overall productivity.I am certified in the Certified Transportation and Logistics (CTL) program, which has broadened my understanding of transportation regulations, logistics, and supply chain optimization.",4.0,,,,,3.0,85.0,4.0,35.0,46.0,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,Na,4.0,,3.0,,1.0,,,1.0,2.0,4.0,3.0,5.0,,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,Na,Predictive maintenance ,Mixed fuel fleets,,,3.0,4.0,3.0,4.0,2.0,3.0,1.0,Na,2.0,4.0,3.0,4.0,2.0,3.0,1.0,Na,Environmental and social responsibility,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0.0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
83,237fffcb,1,,1.0,5.0,I have a degree in fleet operations and on the job training,3.0,,,,,1.0,,5.0,22.0,7.0,,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,none,5.0,,3.0,,1.0,,,3.0,2.0,1.0,4.0,5.0,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,none,Technology,Better milage,,,1.0,4.0,1.0,4.0,4.0,4.0,1.0,none,1.0,4.0,4.0,4.0,4.0,4.0,1.0,none,How much it costs to maintain,no,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0.0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
84,e4135ae0,4,Unemployed with class A cdl currently looking for the right position ,4.0,1.0,I have experience in car hauling and beer/soda deliveries.,1.0,,,,,2.0,,43.0,50.0,65.0,,,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,Profit margins ,,,2.0,,,,,1.0,4.0,3.0,2.0,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,Getting good pay rates ,Navigation systems will upgrade,Electric or hybrid trucks will not pursue in the trucking industry,,,3.0,,2.0,1.0,4.0,2.0,4.0,More work and drivers on the road,2.0,3.0,4.0,1.0,2.0,3.0,3.0,More work and drivers on the road,Everyone in the industry has to work together and roads need to be improved.,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Other
85,868f06d2,1,,1.0,2.0,"Most of my experience comes from working for Penske logistics, I started as a dispatcher. From there, I applied for a certificate, and worked with Odot. I completed a 16 hour training course and worked with DAS for the state. ",2.0,,,,2.0,1.0,,3.0,11.0,100.0,,,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,?,12.5,,1.0,,1.0,,None at this time. ,4.0,1.0,2.0,3.0,5.0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,/,Dash cams!!,Cost,,,4.0,3.0,2.0,4.0,2.0,4.0,1.0,-,4.0,3.0,2.0,3.0,3.0,1.0,1.0,-,AI - Anything with it - should not be implemented into fleets ,No. ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
86,834f3f66,3,,,3.0,Worked as a shipping/receiving manager for Sam’s Club. I oversaw the equipment and supplies/inventory incoming.,,2.0,,,,,,,,,,,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,Self inspection ,10.0,,3.0,,,1.0,We strive to keep the vehicles winter ready due to operating region,2.0,3.0,1.0,4.0,5.0,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,,AI improvements ,Fuel efficiency ,,,2.0,3.0,2.0,2.0,3.0,2.0,,,3.0,3.0,2.0,2.0,2.0,3.0,,,Regulatory is constantly changing due to NYS regulations and laws.,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
87,603caf30,4,Ems vehicle fleet manager ,3.0,3.0,"Experience driving the vehicles, knowing the equipment and their challenges ",4.0,,,,,1.0,,20.0,0.0,56.0,,,2.0,4.0,4.0,4.0,4.0,2.0,2.0,,,6.0,,1.0,,5.0,,,1.0,2.0,3.0,4.0,5.0,,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,N/a,Improved fuel efficiencies and engines,EVs,,,2.0,2.0,3.0,1.0,4.0,1.0,,,4.0,2.0,4.0,1.0,2.0,1.0,,,Maintenance costs ,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Other
88,03249668,1,,3.0,2.0,"Four years of prior fleet management experience with Ervin Cable Construction, LLC.",3.0,,,,2.0,3.0,20.0,50.0,15.0,20.0,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,,4.0,,3.0,,1.0,,,1.0,2.0,3.0,4.0,5.0,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,,Telematics and A.I. Solutions,,,,2.0,3.0,2.0,3.0,4.0,2.0,1.0,,2.0,3.0,2.0,3.0,4.0,2.0,1.0,,Cost and priority ,,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
89,7dbe006c,1,,2.0,3.0,Dispatcher,3.0,,,,,1.0,,94.0,20.0,15.0,,,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,Other,7.5,,1.0,,3.0,,,2.0,1.0,3.0,4.0,5.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,Route builder,Ai,,,3.0,3.0,4.0,4.0,4.0,4.0,,,2.0,3.0,4.0,4.0,4.0,4.0,,,Maintenance costs,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
90,48ab1f89,4,Software Analyst for a company with its own fleet,4.0,4.0,I have experience in selecting an managing software that our fleet uses. I also help provide options to our fleet managers so they can better manage their fleet. ,4.0,,,,2.0,1.0,,30.0,90.0,10.0,,,4.0,4.0,3.0,4.0,3.0,3.0,2.0,,,,,1.0,,,,We rely heavily on a maintenance software. This tracks our repairs and can help us determine what vehicles are costing the most money in repairs as opposed to what ones have been the most reliable. ,1.0,2.0,4.0,3.0,5.0,,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,,"I think AI and driverless trucks. We have started to explore use cases for this, and I think this is going to become more the norm. ","EV trucks. As of now I do not know if this is going to become a huge piece of renewal. I might be wrong here, but just seems that we are not heading down that path yet. ",,,2.0,4.0,2.0,3.0,4.0,3.0,,,3.0,2.0,2.0,3.0,3.0,3.0,,,I think regulatory. There are definitely a lot of regulations that I do not believe a lot of people form the outside looking in realize is there. ,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Other
91,e983210f,1,,2.0,1.0,Small business owner manage a fleet of dump trucks ,1.0,,,,2.0,1.0,,5.0,5.0,5.0,,,3.0,4.0,3.0,4.0,4.0,2.0,2.0,,,5.0,,3.0,,1.0,,,1.0,2.0,4.0,3.0,5.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,Unsure,Unknown,,,3.0,4.0,1.0,1.0,1.0,1.0,,,3.0,4.0,1.0,1.0,1.0,1.0,,,Technicali,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
92,d0d6cce4,1,,1.0,2.0,I actually have some training from college. I minored in supply chain management while I was getting my degree in computer science.,1.0,,"The cars are for general company travel and sales, and the truck is for moving equipment around between our sites",,1.0,1.0,,25.0,0.0,0.0,,,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,9.0,,3.0,,1.0,,"Yeah, the biggest challenge is probably just my dual role. It's not a full-time job for me, so the strategy is mostly about being smart with a small budget and keeping our few vehicles reliable so I don't get pulled away from my main job to deal with a broken-down car.",,,,,,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Fleet managers
93,0dfb250e,4,Rentals and Entertainment Logistics,3.0,3.0,"I coordinate deliveries both locally and across the country, as well as work on site with different trucks and modes of cargo.",2.0,,,,2.0,3.0,70.0,1.0,0.0,0.0,,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,"never, it wouldnt let me countinue without answering this",5.5,,3.0,,1.0,,"We are a small company with rapid growth, so there are plenty of growing pains",,,,,,,3.0,1.0,1.0,1.0,3.0,2.0,3.0,,,Use of AI tools shows a lot of promise,Hydrogen,,,2.0,3.0,3.0,3.0,3.0,2.0,,,4.0,4.0,3.0,4.0,3.0,2.0,,,Our leadership has a hard time understanding day to day operations with the fleet vehicles. They dont fully understand how we use them as tools and acquire the right tools for the job.,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
94,8597726a,4,Fleet Manager within a non-trucking company,2.0,2.0,"No education. Rather work experience. Review fleet background, make decisions on purchases, payments and overview of dashboard. Assist in changes as needed",2.0,,,,2.0,3.0,60.0,8.0,62.0,21.0,,,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,,4.5,,1.0,,3.0,,,1.0,3.0,2.0,4.0,5.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,n/A,Better performance overall ,AI motivated,,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,I feel there is no misunderstandings. Every aspect is carefully considered. ,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
95,8560b854,4,Employed in a company with local mail routes - fleet manager,3.0,2.0,I started driving a route with the company I'm currently with and learned all of our routes upon being promoted to manager.,2.0,,,Local courier & mail pickup,,1.0,,0.0,0.0,100.0,,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,10.0,,1.0,,,,,1.0,3.0,2.0,4.0,5.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,"In my company, vehicles are purchased on an as-needed basis.  The primary considerations are the initial cost of the vehicle and the cost of maintenance/upkeep, and daily use.  I don't know that there is much need in my organization to understand beyond that.",,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
96,a1b72e71,1,,2.0,2.0,"Bachelors in Engineering and Masters in Business Administration
Internships throughout college and then 3 years of experience in a project management role",2.0,,,,,2.0,,53.0,68.0,74.0,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,10.0,,3.0,,2.0,,"We also take input from drivers on if they notice issues, anecdotal data",,,,,,,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,,AI Technology,Hydrogen based vehicles,,,3.0,4.0,1.0,3.0,3.0,2.0,1.0,,3.0,4.0,1.0,3.0,3.0,1.0,1.0,,"It is sometimes necessary to be LATER to new technology, waiting for competitors to test it and for prices to reduce before committing to switching to it",N/a,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
